searchTerms,title,snippet,link,rank
flights to phuket,Cheap Flights to Phuket City (HKT) from $579 - KAYAK,"Find flights to Phuket City on China Eastern, Korean Air, Cathay Pacific and more
. Fly round-trip from Los Angeles from $579, from San Francisco from $604, ...",https://www.kayak.com/flight-routes/United-States-US0/Phuket-City-HKT,4
flights to phuket,"Cheap Flights to Phuket, Thailand - Search Deals on Airfare to ...","Find cheap flights to Phuket from $581. Search and compare the best real-time 
prices for your round-trip, one-way, or last-minute flight to New York.",https://www.cheapflights.com/flights-to-phuket/,5
flights to phuket,Flights to Phuket - Get United's Best Fares Today - United Airlines,"Find flights to Phuket with United. Discover a modern travel experience featuring 
premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-phuket,6
flights to phuket,"Cheap Flights to Phuket, (HKT) Airline Tickets","Book Cheap Flights to Phuket (HKT) on CheapOair? Search hundreds of airlines 
for the cheapest tickets to Phuket, Thailand. Use promo codes at checkout and ...",https://www.cheapoair.com/flights/cheap-flights-to-phuket-hkt-thailand,7
flights to phuket,Flights to Phuket,"Get the best flight to Phuket with Flight Centre. Expert advice, 24/7 customer care 
and no online booking fees - merchant fees may apply.",https://www.flightcentre.com.au/phuket/flights,8
flights to phuket,Cheap Flights to Phuket (HKT) Thailand | Airfares to Phuket,"Looking for cheap flights to Phuket? Use Webjet to search for deals, compare 
airlines and find the best price for your next trip!",https://www.webjet.com.au/flights/phuket/,9
flights to phuket,Cheap Flights to Phuket Airport (HKT) from £347 Return | Phuket ...,"Flights to Phuket. We compare all major airlines and travel agents for cheap 
Phuket flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/hkt/cheap-flights-to-phuket-airport.html,10
flights to delhi,"Cheap Flights to New Delhi, Delhi $490 in 2020 | Expedia","We have flights as affordable as $455 for one-way & $490 for round trip, and you 
can save even more when you add one of our New Delhi hotels to your flight in ...",https://www.expedia.com/Cheap-Flights-To-New-Delhi.d177865.Travel-Guide-Flights,1
flights to delhi,Cheap Flights to New Delhi (DEL) from $560 - KAYAK,"Find flights to New Delhi on Qatar Airways, Turkish Airlines, Etihad Airways and 
more. Fly round-trip from Boston from $560, from Chicago from $581, from Los ...",https://www.kayak.com/flight-routes/United-States-US0/New-Delhi-Indira-Gandhi-Intl-DEL,2
flights to delhi,$431 Cheap Flights to New Delhi in 2020 | Skyscanner,"Find cheap flights to New Delhi (DEL) in 2019 using Skyscanner's flight 
comparison tool. We compare all major airlines and travel agents for flights to 
New Delhi ...",https://www.skyscanner.com/flights-to/del/cheap-flights-to-new-delhi-airport.html,3
flights to delhi,"$68 Flights to New Delhi, India (DEL) - Tripadvisor","Book Cheap Flights to New Delhi: Search and compare airfares on Tripadvisor to 
find the best flights for your trip to New Delhi. Choose the best airline for you by ...",https://www.tripadvisor.com/Flights-g304551-New_Delhi_National_Capital_Territory_of_Delhi-Cheap_Discount_Airfares.html,4
flights to delhi,"Cheap Flights to Delhi, India - Search Deals on Airfare to Delhi from ...","Find cheap flights to Delhi from $560. Search and compare the best real-time 
prices for your round-trip, one-way, or last-minute flight to New York.",https://www.cheapflights.com/flights-to-delhi/,5
flights to delhi,"Flights to Delhi, Delhi Air Tickets, Delhi Flights","Get flight schedules and book low airfare Delhi flight tickets at MakeMyTrip.com 
with all major domestic airlines: Air India, Indigo Airlines, Jet Airways, SpiceJet, ...",https://www.makemytrip.com/flights/new_delhi-flight-tickets.html,6
flights to delhi,"Cheap Flights from USA to Delhi, India from $560 - Find Tickets ...","Find airfare and ticket deals for cheap flights from USA to Delhi, India. Search 
flight deals from various travel partners with one click at Cheapflights.com.",https://www.cheapflights.com/flights-to-delhi/usa/,7
flights to delhi,"Cheap Flights to Delhi, (DEL) Airline Tickets","Book Cheap Flights to Delhi (DEL) on CheapOair? Search hundreds of airlines 
for the cheapest tickets to Delhi, India. Use promo codes at checkout and save ...",https://www.cheapoair.com/flights/cheap-flights-to-delhi-del-india,8
flights to delhi,Cheap Flights to New Delhi Airport (DEL) from £311 Return | New ...,"Flights to Delhi. We compare all major airlines and travel agents for cheap Delhi 
flights. Search and Save now at Skyscanner.net.",https://www.skyscanner.net/flights-to/del/cheap-flights-to-new-delhi-airport.html,9
flights to delhi,Find flights to Delhi - American Airlines,"Find low-fare American Airlines flights to Delhi. Enjoy our travel experience and 
great prices. Book the lowest fares on Delhi flights today!",https://www.aa.com/en-us/flights-to-new-delhi,10
flights to tokyo,"$72 Flights to Tokyo, Japan (TYO) - Tripadvisor","Book Cheap Flights to Tokyo: Search and compare airfares on Tripadvisor to find 
the best flights for your trip to Tokyo. Choose the best airline for you by reading ...",https://www.tripadvisor.com/Flights-g298184-Tokyo_Tokyo_Prefecture_Kanto-Cheap_Discount_Airfares.html,1
flights to tokyo,"Cheap Flights to Tokyo, Tokyo in 2020 | Expedia","Expedia.com lets you search across the largest number of airlines and Tokyo 
flights, which means that you'll be able to find a great flight deal at the perfect 
travel ...",https://www.expedia.com/Cheap-Flights-To-Tokyo.d179900.Travel-Guide-Flights,2
flights to tokyo,Cheap Flights to Tokyo (TYO) from $529 - KAYAK,"The cheapest month to fly to Tokyo is February. Enter your preferred departure 
airport and travel dates into the search form above to unlock the latest Tokyo 
flight ...",https://www.kayak.com/flight-routes/United-States-US0/Tokyo-TYO,3
flights to tokyo,$416 Cheap Flights to Tokyo in 2020 | Skyscanner,"Wondering when to fly to Tokyo, Japan for the best savings? Based on historical 
data, we recommend traveling in September or October where flight prices are ...",https://www.skyscanner.com/flights-to/tyoa/cheap-flights-to-tokyo.html,4
flights to tokyo,"Cheap Flights to Tokyo, Japan - Search Deals on Airfare to Tokyo ...","Looking for cheap flights to Tokyo, Japan from your destination? Search for 
airfare and flight ticket deals at cheapflights.com and book your next flight today.",https://www.cheapflights.com/flights-to-tokyo/,5
flights to tokyo,Cheap Tokyo Flights as Low as $371 | Travelocity,"Searching for flights to Tokyo? As COVID-19 disrupts travel, a few airlines are 
offering WAIVING CHANGE FEE for new bookings.",https://www.travelocity.com/Cheap-Flights-To-Tokyo.d179900.Travel-Guide-Flights,6
flights to tokyo,Find flights to Tokyo - American Airlines,"Find low-fare American Airlines flights to Tokyo. Enjoy our travel experience and 
great prices. Book the lowest fares on Tokyo flights today!",https://www.aa.com/en-us/flights-to-tokyo,7
flights to tokyo,Cheap Flights to Tokyo (TYO) from $351 | momondo,"When is the best time to fly to Tokyo? Choose a month below to see average 
flight prices and weather conditions. Japan is one of those tourist destinations 
that are ...",https://www.momondo.com/flights/tokyo,8
flights to tokyo,Flights to Tokyo - Get United's Best Fares Today - United Airlines,"Find flights to Tokyo with United. Discover a modern travel experience featuring 
premium cabins and speedy Wi-Fi.",https://www.united.com/en-us/flights-to-tokyo,9
flights to tokyo,$313+ Flights to Tokyo (HND) | Orbitz,"Search cheap flights to Tokyo (HND) today with Orbitz. Flights start at just $313. 
Book now!",https://www.orbitz.com/Cheap-Flights-To-Tokyo.d179900.Travel-Guide-Flights,10
flights to rome,"$78 Flights to Rome, Italy (ROM) - Tripadvisor","Book Cheap Flights to Rome: Search and compare airfares on Tripadvisor to find 
the best flights for your trip to Rome. Choose the best airline for you by reading ...",https://www.tripadvisor.com/Flights-g187791-Rome_Lazio-Cheap_Discount_Airfares.html,1
flights to rome,"$117 - Cheap Flights to Rome, Lazio in 2020 | Expedia","Looking for cheap one way flights ($117) to Rome from airlines such as American 
Airlines, Delta, United, JetBlue, Frontier, and more? Compare prices on ...",https://www.expedia.com/Cheap-Flights-To-Rome.d179899.Travel-Guide-Flights,2
flights to rome,"Cheap Flights to Rome, Italy - Search Deals on Airfare to Rome from ...","Find cheap flights to Rome from $235. Search and compare the best real-time 
prices for your round-trip, one-way, or last-minute flight to Rome.",https://www.cheapflights.com/flights-to-rome/,3
flights to rome,$219 Cheap Flights to Rome in 2020 | Skyscanner,"Looking for cheap flights to Rome? Compare prices from hundreds of major 
airlines Delta, United, American, etc. & travel agencies for cheap Rome flights.",https://www.skyscanner.com/flights-to/rome/cheap-flights-to-rome.html,4
flights to rome,Cheap Rome Flights as Low as $153 | Travelocity,"FAQs about Rome Flights. Which airlines fly to Rome? Being a large travel hub, 
it's little wonder that Rome has 29 airlines that fly there. Check out the fares with ...",https://www.travelocity.com/Cheap-Flights-To-Rome.d179899.Travel-Guide-Flights,5
flights to rome,Cheap Flights to Rome (ROM) from $235 - KAYAK,"The bus ride from the Ciampino Airport to the train station only takes 5 minutes if 
you prefer to travel via train. FAQs - booking Rome flights. How long is the flight to
 ...",https://www.kayak.com/flight-routes/United-States-US0/Rome-ROM,6
flights to rome,Cheap Flights to Rome,"Book Cheap Flights to Rome (ROM) starting at $243 Round trip. Search 
hundreds of airlines for the cheapest tickets to Rome, Italy!",https://www.cheapoair.com/flights/cheap-flights-to-rome-rom-italy,7
flights to rome,Delta Airlines Suspends Some Flights To Rome,"Mar 8, 2020 ... Delta suspends Rome flights out of its Atlanta hub. JFK International flights still 
flying, for now.",https://www.forbes.com/sites/kenrapoza/2020/03/08/delta-airlines-just-suspended-some-flights-to-rome/,8
flights to rome,"Cheap Flights to Rome, Italy from $57 round trip (ROM ...","Vueling & Tap Portugal frequently offer the best deals to Rome, Italy flights, or 
select your preferred carrier below to see the cheapest days to fly. Vueling.",https://www.farecompare.com/flights/Rome-ROM/city.html,9
flights to rome,"Cheap Flights to Rome, Italy : Best Fare Guarantee on Plane : Delta","Book a Delta flight to Rome and truly take the ""When in Rome"" saying to heart. 
Keep your eyes open and discover masterpieces as you tour through the Italian ...",https://www.delta.com/us/en/flight-deals/europe-flights/flights-to-rome,10
flights to taipei,"Cheap Flights to Taipei, Taiwan (TPE & TSA Airports) $485 in 2020 ...","Looking for cheap flights to Taipei from airlines such as American Airlines, Delta, 
United, JetBlue, Frontier, and more? Compare prices on Expedia to get the best ...",https://www.expedia.com/Cheap-Flights-To-Taipei.d180030.Travel-Guide-Flights,1
flights to taipei,"$65 Flights to Taipei, Taiwan (TPE) - Tripadvisor","Book Cheap Flights to Taipei: Search and compare airfares on Tripadvisor to find 
the best flights for your trip to Taipei. Choose the best airline for you by reading ...",https://www.tripadvisor.com/Flights-g293913-Taipei-Cheap_Discount_Airfares.html,2
flights to taipei,$393 Cheap Flights to Taipei in 2020 | Skyscanner,"Flights to Taipei will go through Taiwan Taoyuan International Airport, which is 
located about 19 miles from the city center. There are several hotels located ...",https://www.skyscanner.com/flights-to/tpet/cheap-flights-to-taipei.html,3
flights to taipei,Cheap Flights to Taiwan Taoyuan Airport (TPE) from $530 - KAYAK,"Find flights to Taipei on Philippine Airlines, Asiana Airlines, AirAsia X and more. 
Fly round-trip from Los Angeles from $530, from San Francisco from $541, from ...",https://www.kayak.com/flight-routes/United-States-US0/Taipei-Taiwan-Taoyuan-Intl-other-Airports-TPE,4
flights to taipei,"Cheap Flights to Taipei, Taiwan - Search Deals on Airfare to Taipei ...","Find cheap flights to Taipei from $540. Search and compare the best real-time 
prices for your round-trip, one-way, or last-minute flight to Taipei.",https://www.cheapflights.com/flights-to-taipei/,5
flights to taipei,"Cheap Flights to Taipei, (TPE) Airline Tickets","Book Cheap Flights to Taipei (TPE) on CheapOair? Search hundreds of airlines 
for the cheapest tickets to Taipei, Taiwan. Use promo codes at checkout and ...",https://www.cheapoair.com/flights/cheap-flights-to-taipei-tpe-taiwan,6
